300,300,0,0,0,0
300,300,0,0,0,0
300,300,0,0,0,0
300,300,-0.00452,0,80,0
299.9999986711,300,-0.01628,0,80,0
299.999997385,300,-0.01944,0,80,0
299.999996102,300,-0.02208,0,80,0
299.999994733,300,-0.02456,0,80,0
299.999993284,300,-0.02692,0,80,0
299.9999916957,300,-0.02928,0,80,0
299.9999899682,300,-0.03164,0,80,0
299.9999870889,300,-0.03528,0,80,0
299.9999850074,300,-0.03764,0,80,0
299.9999827866,300,-0.04,0,80,0
299.9999804666,300,-0.04232,0,80,0
299.9999780544,300,-0.0446,0,80,0
299.9999755122,300,-0.04688,0,80,0
299.9999728869,300,-0.04912,0,80,0
299.999970038,300,-0.05144,0,80,0
299.9999671573,300,-0.05368,0,80,0
299.9999638828,300,-0.05612,0,80,0
299.9999607401,300,-0.05836,0,80,0
299.9999563048,300,-0.0614,0,80,0
299.999952805,300,-0.06368,0,80,0
299.9999492389,300,-0.06592,0,80,0
299.9999454155,300,-0.06824,0,80,0
299.9999415941,300,-0.07048,0,80,0
299.9999376472,300,-0.07272,0,80,0
299.9999335749,300,-0.07496,0,80,0
299.9999293022,300,-0.07724,0,80,0
299.999925054,300,-0.07944,0,80,0
299.9999205259,300,-0.08172,0,80,0
300,300,-0.01052,0,80,0
299.9999991689,300,-0.01368,0,80,0
299.9999979924,300,-0.01712,0,80,0
299.999997222,300,-0.01892,0,80,0
299.9999964274,300,-0.0206,0,80,0
299.9999955416,300,-0.02232,0,80,0
299.9999935551,300,-0.02588,0,80,0
299.999992494,300,-0.02752,0,80,0
299.9999913932,300,-0.02912,0,80,0
299.9999901993,300,-0.03076,0,80,0
299.9999889382,300,-0.0324,0,80,0
299.9999876422,300,-0.034,0,80,0
299.9999862822,300,-0.0356,0,80,0
299.9999848582,300,-0.0372,0,80,0
299.999983333,300,-0.03884,0,80,0
299.9999817794,300,-0.04044,0,80,0
299.9999801213,300,-0.04208,0,80,0
299.9999784802,300,-0.04364,0,80,0
299.9999755563,300,-0.04632,0,80,0
299.9999724992,300,-0.04896,0,80,0
299.9999705408,300,-0.05056,0,80,0
299.9999685184,300,-0.05216,0,80,0
299.9999664842,300,-0.05372,0,80,0
299.9999643891,300,-0.05528,0,80,0
299.9999622332,300,-0.05684,0,80,0
299.9999599596,300,-0.05844,0,80,0
299.999957622,300,-0.06004,0,80,0
299.9999535392,300,-0.06276,0,80,0
299.9999510916,300,-0.06432,0,80,0
299.9999485188,300,-0.06592,0,80,0
299.9999459479,300,-0.06748,0,80,0
299.9999431812,300,-0.06912,0,80,0
299.9999404164,300,-0.07072,0,80,0
299.9999375876,300,-0.07232,0,80,0
299.9999347672,300,-0.07388,0,80,0
299.9999318858,300,-0.07544,0,80,0
299.9999268314,300,-0.07812,0,80,0
299.9999237847,300,-0.07968,0,80,0
299.9999206772,300,-0.08124,0,80,0
299.9999175088,300,-0.0828,0,80,0
299.9999142796,300,-0.08436,0,80,0
299.9999109896,300,-0.08592,0,80,0
299.9999076387,300,-0.08748,0,80,0
299.9999009902,300,-0.09052,0,80,0
299.9998944728,300,-0.0934,0,80,0
299.9998908302,300,-0.09496,0,80,0
299.9998871267,300,-0.09652,0,80,0
299.9998819146,300,-0.09868,0,80,0
299.9998773754,300,-0.10052,0,80,0
299.999873254,300,-0.10216,0,80,0
299.9998690655,300,-0.1038,0,80,0
299.9998604501,300,-0.10712,0,80,0
299.9998561653,300,-0.10872,0,80,0
299.9998519252,300,-0.11028,0,80,0
299.9998446467,300,-0.11292,0,80,0
299.999840017,300,-0.11456,0,80,0
299.9998355492,300,-0.11612,0,80,0
299.9998310205,300,-0.11768,0,80,0
299.9998219591,300,-0.12076,0,80,0
299.9998171287,300,-0.12236,0,80,0
299.9998123567,300,-0.12392,0,80,0
299.9998076477,300,-0.12544,0,80,0
299.9998027556,300,-0.127,0,80,0
299.9997978026,300,-0.12856,0,80,0
299.9997927887,300,-0.13012,0,80,0
299.999787714,300,-0.13168,0,80,0
299.9997825785,300,-0.13324,0,80,0
299.9997749838,300,-0.13552,0,80,0
299.9997653619,300,-0.13836,0,80,0
299.9997599659,300,-0.13992,0,80,0
299.999754509,300,-0.14148,0,80,0
299.9997489913,300,-0.14304,0,80,0
299.9997435558,300,-0.14456,0,80,0
299.9997379179,300,-0.14612,0,80,0
299.9997290046,300,-0.14856,0,80,0
299.9997174169,300,-0.15168,0,80,0
299.999711198,300,-0.15332,0,80,0
299.9997050652,300,-0.15492,0,80,0
299.9996988684,300,-0.15652,0,80,0
299.9996926076,300,-0.15812,0,80,0
299.999686441,300,-0.15968,0,80,0
299.9996739859,300,-0.1628,0,80,0
299.9996674739,300,-0.1644,0,80,0
299.9996607335,300,-0.16604,0,80,0
299.9996540919,300,-0.16764,0,80,0
299.9996473863,300,-0.16924,0,80,0
299.999640786,300,-0.1708,0,80,0
299.999633954,300,-0.1724,0,80,0
299.999627058,300,-0.174,0,80,0
299.999620098,300,-0.1756,0,80,0
299.999613074,300,-0.1772,0,80,0
299.9995992524,300,-0.18032,0,80,0
299.9995920396,300,-0.18192,0,80,0
299.9995849447,300,-0.18348,0,80,0
299.9995776055,300,-0.18508,0,80,0
299.9995702023,300,-0.18668,0,80,0
299.9995629218,300,-0.18824,0,80,0
299.9995555804,300,-0.1898,0,80,0
299.9995481782,300,-0.19136,0,80,0
299.9995324867,300,-0.19464,0,80,0
299.9995248957,300,-0.1962,0,80,0
299.9995172439,300,-0.19776,0,80,0
299.9995093335,300,-0.19936,0,80,0
299.9995013591,300,-0.20096,0,80,0
299.9994935217,300,-0.20252,0,80,0
299.9994856234,300,-0.20408,0,80,0
299.9994776643,300,-0.20564,0,80,0
299.9994696443,300,-0.2072,0,80,0
299.9994613563,300,-0.2088,0,80,0
299.9994530043,300,-0.2104,0,80,0
299.9994447987,300,-0.21196,0,80,0
299.9994363203,300,-0.21356,0,80,0
299.9994279915,300,-0.21512,0,80,0
299.9994196018,300,-0.21668,0,80,0
299.999411368,300,-0.2182,0,80,0
299.9994028582,300,-0.21976,0,80,0
299.9993861564,300,-0.2228,0,80,0
299.9993772444,300,-0.2244,0,80,0
299.999361312,300,-0.22724,0,80,0
299.9993524496,300,-0.2288,0,80,0
299.9993435264,300,-0.23036,0,80,0
299.999334312,300,-0.23196,0,80,0
299.9993254976,300,-0.23348,0,80,0
299.9993163918,300,-0.23504,0,80,0
299.9992975886,300,-0.23824,0,80,0
299.9992885355,300,-0.23976,0,80,0
299.9992791849,300,-0.24132,0,80,0
299.9992697734,300,-0.24288,0,80,0
299.999256415,300,-0.24508,0,80,0
299.9992463667,300,-0.24672,0,80,0
299.9992367446,300,-0.24828,0,80,0
299.9992268134,300,-0.24988,0,80,0
299.9992168182,300,-0.25148,0,80,0
299.999207262,300,-0.253,0,80,0
299.999197395,300,-0.25456,0,80,0
299.9991872126,300,-0.25616,0,80,0
299.9991774785,300,-0.25768,0,80,0
299.999167429,300,-0.25924,0,80,0
299.9991573186,300,-0.2608,0,80,0
299.9991471474,300,-0.26236,0,80,0
299.9991371778,300,-0.26388,0,80,0
299.9991268864,300,-0.26544,0,80,0
299.9991167997,300,-0.26696,0,80,0
299.9991066552,300,-0.26848,0,80,0
299.999096453,300,-0.27,0,80,0
299.999084843,300,-0.27172,0,80,0
299.9990742459,300,-0.27328,0,80,0
299.9990534766,300,-0.27632,0,80,0
299.9990424238,300,-0.27792,0,80,0
299.999031307,300,-0.27952,0,80,0
299.9990201262,300,-0.28112,0,80,0
299.9990091626,300,-0.28268,0,80,0
299.998998138,300,-0.28424,0,80,0
299.9989870527,300,-0.2858,0,80,0
299.9989759065,300,-0.28736,0,80,0
299.9989646994,300,-0.28892,0,80,0
299.9989537205,300,-0.29044,0,80,0
299.9989423933,300,-0.292,0,80,0
299.9989310053,300,-0.29356,0,80,0
299.9989195565,300,-0.29512,0,80,0
299.9989083419,300,-0.29664,0,80,0
299.998896773,300,-0.2982,0,80,0
299.9988851432,300,-0.29976,0,80,0
299.9988734525,300,-0.30132,0,80,0
299.9988620024,300,-0.30284,0,80,0
299.9988501916,300,-0.3044,0,80,0
299.99883832,300,-0.30596,0,80,0
299.9988263876,300,-0.30752,0,80,0
299.9988143943,300,-0.30908,0,80,0
299.9988026492,300,-0.3106,0,80,0
299.9987905358,300,-0.31216,0,80,0
299.9987786738,300,-0.31368,0,80,0
299.9987664402,300,-0.31524,0,80,0
299.9987415363,300,-0.3184,0,80,0
299.9987192483,300,-0.3212,0,80,0
299.9987070427,300,-0.32272,0,80,0
299.9986944566,300,-0.32428,0,80,0
299.9986818097,300,-0.32584,0,80,0
299.9986694278,300,-0.32736,0,80,0
299.9986566607,300,-0.32892,0,80,0
299.9986438328,300,-0.33048,0,80,0
299.9986309441,300,-0.33204,0,80,0
299.9986179946,300,-0.3336,0,80,0
299.9986049842,300,-0.33516,0,80,0
299.9985885613,300,-0.33712,0,80,0
299.9985646258,300,-0.33996,0,80,0
299.9985510274,300,-0.34156,0,80,0
299.9985377066,300,-0.34312,0,80,0
299.9985243249,300,-0.34468,0,80,0
299.9985108824,300,-0.34624,0,80,0
299.998497379,300,-0.3478,0,80,0
299.9984744242,300,-0.35044,0,80,0
299.998460757,300,-0.352,0,80,0
299.998447029,300,-0.35356,0,80,0
299.9984332402,300,-0.35512,0,80,0
299.9984197456,300,-0.35664,0,80,0
299.9984061933,300,-0.35816,0,80,0
299.9983922251,300,-0.35972,0,80,0
