300,0,0
300,0,0
300,0,0
300,0,0
300,0.04948,-80
300.0000038594,0.0526,-80
300.0000081726,0.05588,-80
300.0000186222,0.06336,-80
300.0000326248,0.0722,-80
300.0000357294,0.07392,-80
300.0000387601,0.07556,-80
300.0000419336,0.07724,-80
300.0000451004,0.07888,-80
300.0000483345,0.08052,-80
300.0000517164,0.0822,-80
300.0000550044,0.0838,-80
300.0000605352,0.08644,-80
300.0000639928,0.08804,-80
300.0000674263,0.0896,-80
300.0000709207,0.09116,-80
300.000074476,0.09272,-80
300.000078092,0.09428,-80
300.0000818632,0.09588,-80
300.0000856026,0.09744,-80
300.0000894027,0.099,-80
300.0000934617,0.10064,-80
300.0000973867,0.1022,-80
300.0001014747,0.1038,-80
300.0001055229,0.10536,-80
300.0001096319,0.10692,-80
300.0001138018,0.10848,-80
300.0001180325,0.11004,-80
300.0001224341,0.11164,-80
300.0001267881,0.1132,-80
300.0001312029,0.11476,-80
300.0001355638,0.11628,-80
300.0001399824,0.1178,-80
300.0001444588,0.11932,-80
300.0001491123,0.12088,-80
300.0001538266,0.12244,-80
300.0001584793,0.12396,-80
300.0001633138,0.12552,-80
300.000168209,0.12708,-80
300.0001731652,0.12864,-80
300.0001786967,0.13036,-80
300.0001926452,0.13464,-80
300.0001997811,0.13676,-80
300.0002030634,0.13772,-80
300.000209123,0.13948,-80
300.0002186077,0.1422,-80
300.0002245801,0.14388,-80
300.0002304792,0.14552,-80
300.0002364455,0.14716,-80
300.000242479,0.1488,-80
300.000248431,0.1504,-80
300.0002613654,0.15384,-80
300.0002678267,0.15552,-80
300.000281979,0.15916,-80
300.0002889821,0.16092,-80
300.0002955798,0.16256,-80
300.0003020822,0.16416,-80
300.0003086486,0.16576,-80
300.000315279,0.16736,-80
300.0003221408,0.169,-80
300.0003556028,0.17692,-80
300.0003681641,0.17976,-80
300.0003755342,0.1814,-80
300.000383153,0.18308,-80
300.0003904762,0.18468,-80
300.0003980481,0.18632,-80
300.0004055009,0.18792,-80
300.0004132056,0.18956,-80
300.000420788,0.19116,-80
300.0004286256,0.1928,-80
300.0004365304,0.19444,-80
300.0004445024,0.19608,-80
300.0004523456,0.19768,-80
300.0004600552,0.19924,-80
300.0004680248,0.20084,-80
300.0004842928,0.20408,-80
300.0004922519,0.20564,-80
300.0005002719,0.2072,-80
300.0005083527,0.20876,-80
300.0005162856,0.21028,-80
300.0005242762,0.2118,-80
300.0005325364,0.21336,-80
300.0005408574,0.21492,-80
300.0005492393,0.21648,-80
300.0005574656,0.218,-80
300.0005661856,0.2196,-80
300.00057475,0.22116,-80
300.0005833752,0.22272,-80
300.000592284,0.22432,-80
300.0006012568,0.22592,-80
300.0006100677,0.22748,-80
300.0006189394,0.22904,-80
300.000628101,0.23064,-80
300.0006373266,0.23224,-80
300.000646384,0.2338,-80
300.0006555022,0.23536,-80
300.0006651519,0.237,-80
300.0006852969,0.2404,-80
300.0007021249,0.2432,-80
300.0007130689,0.245,-80
300.0007316889,0.24804,-80
300.0007418586,0.24968,-80
300.0007520954,0.25132,-80
300.0007621482,0.25292,-80
300.000772265,0.25452,-80
300.0007824458,0.25612,-80
300.0007926906,0.25772,-80
300.0008125351,0.2608,-80
300.0008320951,0.2638,-80
300.0008500335,0.26652,-80
300.0008606943,0.26812,-80
300.0008813395,0.2712,-80
300.0008997811,0.27392,-80
300.0009466214,0.28076,-80
300.0009592556,0.28256,-80
300.0009708406,0.2842,-80
300.0009822086,0.2858,-80
300.0009939264,0.28744,-80
300.001005424,0.28904,-80
300.0010265239,0.29196,-80
300.0010379104,0.29352,-80
300.0010496512,0.29512,-80
300.001061456,0.29672,-80
300.0010733248,0.29832,-80
300.0010852576,0.29992,-80
300.0011026529,0.30224,-80
300.0011147425,0.30384,-80
300.0011268961,0.30544,-80
300.0011388083,0.307,-80
300.0011510883,0.3086,-80
300.0011631237,0.31016,-80
300.0011752199,0.31172,-80
300.0012618781,0.32284,-80
300.0012851226,0.32572,-80
300.0012981514,0.32732,-80
300.0013112442,0.32892,-80
300.001324072,0.33048,-80
300.0013372912,0.33208,-80
300.0013505744,0.33368,-80
300.0013776025,0.33692,-80
300.0013934378,0.3388,-80
300.0014069898,0.3404,-80
300.0014206058,0.342,-80
300.0014342858,0.3436,-80
300.0014476862,0.34516,-80
300.0014611474,0.34672,-80
300.0014746695,0.34828,-80
300.0014882524,0.34984,-80
300.0015018962,0.3514,-80
300.0015159522,0.353,-80
300.0015297192,0.35456,-80
300.0015431924,0.35608,-80
300.0015570796,0.35764,-80
300.0015710275,0.3592,-80
300.0015850363,0.36076,-80
300.0015987452,0.36228,-80
300.0016128741,0.36384,-80
300.0016267,0.36536,-80
300.0016409491,0.36692,-80
300.001654892,0.36844,-80
300.0016688928,0.36996,-80
300.0016829512,0.37148,-80
300.0016970675,0.373,-80
300.0017116145,0.37456,-80
300.001742703,0.37788,-80
300.0017574403,0.37944,-80
300.001771859,0.38096,-80
300.0017863355,0.38248,-80
300.0018008697,0.384,-80
300.0018162297,0.3856,-80
300.0018316537,0.3872,-80
300.0018471417,0.3888,-80
300.0018623049,0.39036,-80
300.0018771386,0.39188,-80
300.00189203,0.3934,-80
300.0019069792,0.39492,-80
300.0019219862,0.39644,-80
300.0019370509,0.39796,-80
300.0019525714,0.39952,-80
300.0019677531,0.40104,-80
300.0019833937,0.4026,-80
300.0019990951,0.40416,-80
300.0020148573,0.40572,-80
300.0020302747,0.40724,-80
300.002046157,0.4088,-80
300.0020616914,0.41032,-80
300.0020776939,0.41188,-80
